"Date","Open","High","Low","Close","Shares.Traded","Turnover..Rs..Cr."
"22-Jan-2015",8745.85,8774.15,8727,8761.4,180912372,9025.95
"23-Jan-2015",8827.95,8866.4,8795.4,8835.6,197124706,9716.57
"27-Jan-2015",8871.35,8925.05,8825.45,8910.5,192010521,9988.36
"28-Jan-2015",8902.75,8985.05,8874.05,8914.3,190805926,10313.46
"29-Jan-2015",8901.5,8966.65,8861.25,8952.35,264245843,13427.54
"30-Jan-2015",8996.6,8996.6,8775.1,8808.9,275587957,12385.18
"02-Feb-2015",8802.5,8840.8,8751.1,8797.4,216556534,10430.34
"03-Feb-2015",8823.15,8837.3,8726.65,8756.55,208672175,9888.1
"04-Feb-2015",8789.15,8792.85,8704.4,8723.7,201252375,8707.82
"05-Feb-2015",8733.1,8838.45,8683.65,8711.7,179008853,9126.1
"06-Feb-2015",8696.85,8726.2,8645.55,8661.05,176554075,7912.1
"09-Feb-2015",8584.4,8605.55,8516.35,8526.35,151329604,6863.17
"10-Feb-2015",8478.1,8646.25,8470.5,8565.55,202294693,9965.76
"11-Feb-2015",8603.3,8651.95,8593.65,8627.4,166560867,7602.46
"12-Feb-2015",8676.95,8732.55,8599.25,8711.55,163681352,7669.87
"13-Feb-2015",8741.5,8822.1,8729.65,8805.5,228807812,10248.41
"16-Feb-2015",8831.4,8870.1,8793.4,8809.35,140637331,7047.32
"18-Feb-2015",8811.55,8894.3,8808.9,8869.1,152152801,10153.74
"19-Feb-2015",8883.05,8913.45,8794.45,8895.3,219867400,9794.26
"20-Feb-2015",8895.5,8899.95,8816.3,8833.6,203714864,8193.56
"23-Feb-2015",8856.85,8869,8736.1,8754.95,143932325,7171.05
"24-Feb-2015",8772.9,8800.5,8726.75,8762.1,154368611,7413.31
"25-Feb-2015",8801.9,8840.65,8751.4,8767.25,139406599,6986.78
"26-Feb-2015",8779,8786.05,8669.45,8683.85,224185492,10531.16
"27-Feb-2015",8729.5,8856.95,8717.45,8844.6,257226273,11924.49
"28-Feb-2015",8913.05,8941.1,8751.35,8901.85,246453954,10064.41
"02-Mar-2015",8953.85,8972.35,8885.45,8956.75,224772586,11525.5
"03-Mar-2015",8962.85,9008.4,8925.55,8996.25,183251960,9033.61
"04-Mar-2015",9109.15,9119.2,8893.95,8922.65,256060375,12130.98
"05-Mar-2015",8929.4,8957.55,8849.35,8937.75,165081476,8250.55
"09-Mar-2015",8891.15,8891.3,8740.45,8756.75,160332840,8132.43
"10-Mar-2015",8769.75,8778,8677.35,8712.05,168916337,8402.33
"11-Mar-2015",8728.75,8755.6,8682.35,8699.95,178053293,8259.67
"12-Mar-2015",8740.65,8787.2,8732.9,8776,179337979,8184.46
"13-Mar-2015",8844.05,8849.75,8631.75,8647.75,184665971,8121.26
"16-Mar-2015",8656.75,8663.55,8612,8633.15,168438040,7559.94
"17-Mar-2015",8689.1,8742.55,8630.8,8723.3,182504639,8086.26
"18-Mar-2015",8742.9,8747.25,8664,8685.9,161153533,8227.5
"19-Mar-2015",8749.45,8788.2,8614.65,8634.65,168628424,8460.35
"20-Mar-2015",8627.9,8627.9,8553,8570.9,179982752,8484.23
"23-Mar-2015",8591.55,8608.35,8540.55,8550.9,155425780,6195.45
"24-Mar-2015",8537.05,8627.75,8535.85,8542.95,161465466,7913.26
"25-Mar-2015",8568.9,8573.75,8516.55,8530.8,165952155,8200.05
"26-Mar-2015",8474.95,8499.45,8325.35,8342.15,288758332,13667.31
"27-Mar-2015",8396,8413.2,8269.15,8341.4,198979321,9528.86
"30-Mar-2015",8390.95,8504.55,8380.75,8492.3,142061290,6713.2
"31-Mar-2015",8527.6,8550.45,8454.15,8491,177059509,8108.36
"01-Apr-2015",8483.7,8603.4,8464.75,8586.25,136312446,6863.03
"06-Apr-2015",8615.8,8667.55,8573.75,8659.9,150877855,7633
"07-Apr-2015",8684.45,8693.6,8586.85,8660.3,141765381,7287.01
"08-Apr-2015",8698.95,8730.5,8679.8,8714.4,149617725,7889.65
"09-Apr-2015",8756.2,8785.5,8682.45,8778.3,158192905,8391.19
"10-Apr-2015",8774.35,8787.4,8733.6,8780.35,141464357,7119.96
"13-Apr-2015",8801.75,8841.65,8762.1,8834,122833397,6242.71
"15-Apr-2015",8844.75,8844.8,8722.4,8750.2,170458015,8908.26
"16-Apr-2015",8757.05,8760,8645.65,8706.7,149337173,8268.33
"17-Apr-2015",8698.05,8699.85,8596.7,8606,155474164,9134.37
"20-Apr-2015",8618.8,8619.95,8422.75,8448.1,154492312,8930.38
"21-Apr-2015",8416.1,8469.35,8352.7,8377.75,418959074,32873.45
"22-Apr-2015",8400.4,8449.95,8284.7,8429.7,176926942,10002.48
"23-Apr-2015",8478.2,8504.95,8361.85,8398.3,169840748,9801.34
"24-Apr-2015",8405.7,8413.3,8273.35,8305.25,177843969,10984.24
"27-Apr-2015",8330.55,8334.45,8202.35,8213.8,174706337,10143.36
"28-Apr-2015",8215.55,8308,8185.15,8285.6,183754628,9560.13
"29-Apr-2015",8274.8,8308.2,8219.2,8239.75,174958511,8571.95
"30-Apr-2015",8224.5,8229.4,8144.75,8181.5,281696257,14755.35
"04-May-2015",8230.05,8346,8220.45,8331.95,136913823,7856.18
"05-May-2015",8338.4,8355.65,8280.6,8324.8,156019941,8138.54
"06-May-2015",8316.6,8331.95,8083,8097,212509839,10894.12
"07-May-2015",8077,8122.6,7997.15,8057.3,166563657,8443.96
"08-May-2015",8131.5,8224.95,8123.45,8191.5,188776090,8961.33
"11-May-2015",8243.2,8332.75,8224.65,8325.25,197882948,8396.12
"12-May-2015",8326.15,8326.65,8115.3,8126.95,178753978,8779.53
"13-May-2015",8181.55,8254.95,8089.8,8235.45,175015183,8391.93
"14-May-2015",8232.45,8236.25,8137.3,8224.2,138964395,6763.72
"15-May-2015",8240.3,8279.2,8212.2,8262.35,133838055,6463.64
"18-May-2015",8284.95,8384.6,8271.95,8373.65,153340463,7459.18
"19-May-2015",8356.2,8427.8,8335,8365.65,144642344,7266.52
"20-May-2015",8392.65,8440.35,8391.45,8423.25,127388797,6151.44
"21-May-2015",8434.5,8446.35,8382.5,8421,148189485,7641.6
"22-May-2015",8432.5,8489.55,8420.6,8458.95,193080657,8261.69
"25-May-2015",8438.15,8441.95,8364.15,8370.25,125051166,5555.29
"26-May-2015",8377.1,8378.9,8320.05,8339.35,120428892,5908.3
"27-May-2015",8302.75,8342.85,8277.95,8334.6,170583401,8131.59
"28-May-2015",8345.7,8364.5,8270.15,8319,239549060,11449.91
"29-May-2015",8327.1,8443.9,8305.7,8433.65,375232198,20736.2
"01-Jun-2015",8417.25,8467.15,8405.4,8433.4,125990614,7254.01
"02-Jun-2015",8442.8,8445.35,8226.05,8236.45,151337661,8083.17
"03-Jun-2015",8232.45,8236.7,8094.15,8135.1,176661646,7920.26
"04-Jun-2015",8155.15,8160.05,8056.75,8130.65,159470840,7560.49
"05-Jun-2015",8119.15,8191,8100.15,8114.7,167055308,7588.4
"08-Jun-2015",8124.35,8131,8030.55,8044.15,140075743,6230.61
"09-Jun-2015",8026.5,8057.15,8005.15,8022.4,140217686,6442.05
"10-Jun-2015",8024.15,8152.25,8023.8,8124.45,141030200,6790.27
"11-Jun-2015",8157.3,8163.05,7958.25,7965.35,171348959,7868.44
"12-Jun-2015",7959.85,7995.6,7940.3,7982.9,140839875,6737.25
"15-Jun-2015",7986.6,8057.7,7944.85,8013.9,137116389,6129.12
"16-Jun-2015",8004.2,8061.85,7952.35,8047.3,127809460,5923.8
"17-Jun-2015",8084.2,8136.85,8048.95,8091.55,157205716,7878.66
"18-Jun-2015",8113.7,8186.9,8101.8,8174.6,149266110,7767.77
"19-Jun-2015",8201.15,8250.8,8195.65,8224.95,151575997,7722.05
"22-Jun-2015",8259.3,8369.45,8257.4,8353.1,126542473,6163.02
"23-Jun-2015",8377.45,8398.45,8334.95,8381.55,135844708,6437.33
"24-Jun-2015",8399.4,8421.35,8338.9,8360.85,134062733,7175.22
"25-Jun-2015",8336.25,8423.15,8329.5,8398,207421340,9911.16
"26-Jun-2015",8393.95,8408.55,8339.7,8381.1,113959476,5848.78
"29-Jun-2015",8247.05,8329.45,8195.65,8318.4,136106699,6604.12
"30-Jun-2015",8316.35,8378,8298.95,8368.5,163366250,8425.52
"01-Jul-2015",8376.25,8481.6,8370.15,8453.05,135887471,6938.05
"02-Jul-2015",8471.95,8479.25,8433.2,8444.9,115472141,6065.26
"03-Jul-2015",8440.1,8497.75,8424.15,8484.9,91142979,4983.21
"06-Jul-2015",8386.15,8533.15,8386.15,8522.15,104578132,5517.86
"07-Jul-2015",8525.5,8561.35,8483.85,8510.8,126038231,6054.41
"08-Jul-2015",8439.2,8457.5,8341.4,8363.05,193886999,8876.81
"09-Jul-2015",8364.85,8400.3,8323,8328.55,135358659,6610.4
"10-Jul-2015",8365.7,8377.1,8315.4,8360.55,158883926,8128.47
"13-Jul-2015",8397.25,8471.65,8355.4,8459.65,121380175,6506.28
"14-Jul-2015",8470.6,8480.25,8424.1,8454.1,104893796,5454.41
"15-Jul-2015",8463.4,8531.4,8462.95,8523.8,108835522,5805.53
"16-Jul-2015",8546.15,8616.1,8542.9,8608.05,119637042,6544.15
"17-Jul-2015",8623.65,8642.95,8593.15,8609.85,108190401,5713.13
"20-Jul-2015",8623.9,8624.1,8559,8603.45,93439295,5107.62
"21-Jul-2015",8601.5,8646.75,8517.9,8529.45,169151098,10699.52
"22-Jul-2015",8512.25,8643.9,8498.65,8633.5,141018383,7427.34
"23-Jul-2015",8643.95,8654.75,8573.8,8589.8,136962516,7747.81
"24-Jul-2015",8588.15,8589.15,8513.5,8521.55,131344832,6942.22
"27-Jul-2015",8492.1,8492.2,8351.55,8361,140828066,7353.09
"28-Jul-2015",8371.1,8397.4,8321.75,8337,179983810,8403.15
"29-Jul-2015",8365.6,8381.5,8338.45,8375.05,145399010,7232.34
"30-Jul-2015",8417,8458.9,8408.3,8421.8,221939186,10007.3
"31-Jul-2015",8456.1,8548.95,8448,8532.85,209629301,9522.19
"03-Aug-2015",8510.65,8563.95,8508.1,8543.05,161485758,7738.1
"04-Aug-2015",8564.1,8565.15,8448.25,8516.9,193226091,9003.82
"05-Aug-2015",8547.45,8591.85,8545.85,8567.95,136948290,6434.82
"06-Aug-2015",8585.8,8606.3,8551.5,8588.65,139116393,6595.25
"07-Aug-2015",8580.8,8595.95,8552.7,8564.6,148073594,6528.28
"10-Aug-2015",8577,8621.55,8497.8,8525.6,127194886,5780.49
"11-Aug-2015",8548.45,8556.25,8441.3,8462.35,159192694,7049.29
"12-Aug-2015",8445.7,8446.95,8337.95,8349.45,195904304,8630.35
"13-Aug-2015",8384.45,8429.5,8339.75,8355.85,195079107,7840.58
"14-Aug-2015",8402.35,8530.1,8381.2,8518.55,160680260,7090.58
"17-Aug-2015",8530.5,8530.6,8428.05,8477.3,180083830,6543.01
"18-Aug-2015",8505.85,8525.75,8433.6,8466.55,157991554,6501.24
"19-Aug-2015",8468.05,8520.45,8425.95,8495.15,134512114,6338.67
"20-Aug-2015",8471.05,8501.35,8359.75,8372.75,189841783,9193.19
"21-Aug-2015",8305.4,8322.2,8225.05,8299.95,207542070,9606.33
"24-Aug-2015",8055.95,8060.05,7769.4,7809,322096413,13856.66
"25-Aug-2015",7895.4,7925.4,7667.25,7880.7,308255265,13420.76
"26-Aug-2015",7865.25,7930.05,7777.1,7791.85,223261362,10207.56
"27-Aug-2015",7921.6,7963.6,7862.3,7948.95,314422773,14282.73
"28-Aug-2015",8053.7,8091.8,7961.65,8001.95,201572450,8641.87
"31-Aug-2015",8009.25,8043.6,7947.95,7971.3,204254629,9547.7
"01-Sep-2015",7907.95,7929.1,7746.5,7785.85,190581167,8633.26
"02-Sep-2015",7856.65,7862.55,7699.25,7717,222003483,9794.29
"03-Sep-2015",7774.45,7845.6,7754.05,7823,160609681,7060.37
"04-Sep-2015",7803.4,7804.9,7626.85,7655.05,199569987,8200.69
"07-Sep-2015",7685.85,7705.05,7545.9,7558.8,145763902,5768.15
"08-Sep-2015",7587.7,7720.9,7539.5,7688.25,177514609,7380.17
"09-Sep-2015",7805.85,7846.05,7764.55,7818.6,214842731,8550.1
"10-Sep-2015",7729.05,7819.85,7678.5,7788.1,165313439,6992.42
"11-Sep-2015",7833.8,7864.85,7759.9,7789.3,140576943,6014.16
"14-Sep-2015",7811.1,7879.95,7761.85,7872.25,126630775,5277.75
"15-Sep-2015",7867.35,7880,7799.75,7829.1,140722007,6252.35
"16-Sep-2015",7886.85,7913.9,7853.3,7899.15,144331414,6650.61
"18-Sep-2015",7967.45,8055,7955.85,7981.9,249313429,11328.64
"21-Sep-2015",7911.5,7987.9,7908.35,7977.1,125628591,5482.45
"22-Sep-2015",8014.8,8021.6,7787.75,7812,173569429,7887.06
"23-Sep-2015",7737.35,7882.9,7723.25,7845.95,151196367,6869.26
"24-Sep-2015",7838.4,7894.5,7804.1,7868.5,208766516,9732.18
"28-Sep-2015",7892.8,7893.95,7787.95,7795.7,140480206,7120.05
"29-Sep-2015",7725.7,7926.55,7691.2,7843.3,248106979,11184.67
"30-Sep-2015",7924.25,7957.7,7874.5,7948.9,217187896,9981.56
"01-Oct-2015",7992.05,8008.25,7930.65,7950.9,161809883,8896.78
"05-Oct-2015",8005.1,8128.9,8005.1,8119.3,188830270,9589.63
"06-Oct-2015",8180.45,8180.95,8096.5,8152.9,184037905,8461.64
"07-Oct-2015",8146.2,8188.9,8132.9,8177.4,199911165,7894.19
"08-Oct-2015",8196.75,8196.75,8105.85,8129.35,177030502,7837.16
"09-Oct-2015",8186.35,8232.2,8139.65,8189.7,205859184,7960.62
"12-Oct-2015",8231.5,8244.5,8128.2,8143.6,205255913,7604.3
"13-Oct-2015",8121.95,8150.25,8088.6,8131.7,150431773,6877.36
"14-Oct-2015",8102.4,8139.3,8096.35,8107.9,143158108,6607.21
"15-Oct-2015",8134.35,8190.55,8129.8,8179.5,172429864,7625.17
"16-Oct-2015",8193.65,8246.4,8147.65,8238.15,161153559,6956.78
"19-Oct-2015",8262.55,8283.05,8239.2,8275.05,128300205,6880.43
"20-Oct-2015",8280.3,8294.05,8229.2,8261.65,159947752,7661.53
"21-Oct-2015",8258.35,8294.4,8217.15,8251.7,149270047,6689.35
"23-Oct-2015",8308.25,8328.1,8280.75,8295.45,156664310,7466.28
"26-Oct-2015",8333.65,8336.3,8252.05,8260.55,138006303,6799.49
"27-Oct-2015",8230.35,8241.95,8217.05,8232.9,161493491,8271.49
"28-Oct-2015",8188.9,8209.1,8131.8,8171.2,194708669,9131.44
"29-Oct-2015",8175.45,8179.6,8098,8111.75,224234135,10569.95
"30-Oct-2015",8123.55,8146.1,8044.4,8065.8,205663493,9218.39
"02-Nov-2015",8054.55,8060.7,7995.6,8050.8,140323983,6552.67
"03-Nov-2015",8086.35,8100.35,8031.75,8060.7,136625382,5955.64
"04-Nov-2015",8104.9,8116.1,8027.3,8040.2,125935846,5696.01
"05-Nov-2015",8030.35,8031.2,7944.1,7955.45,136223827,6001.38
"06-Nov-2015",7956.55,8002.65,7926.15,7954.3,226329409,8771.77
"09-Nov-2015",7788.25,7937.75,7771.7,7915.2,218422388,9376.17
"10-Nov-2015",7877.6,7885.1,7772.85,7783.35,170267413,7153.47
"11-Nov-2015",7838.8,7847.95,7819.1,7825,22380435,1123.44
"13-Nov-2015",7762.45,7775.1,7730.9,7762.25,165876819,7731.55
"16-Nov-2015",7732.95,7838.85,7714.15,7806.6,154134885,6871.15
"17-Nov-2015",7848.75,7860.45,7793,7837.55,149451211,6367.14
"18-Nov-2015",7823.15,7843.4,7725.05,7731.8,148037721,6112.32
"19-Nov-2015",7788.5,7854.9,7765.45,7842.75,136702518,7410.15
"20-Nov-2015",7841.9,7906.95,7817.8,7856.55,156610433,7298.01
"23-Nov-2015",7869.5,7877.5,7825.2,7849.25,130871603,6099.09
"24-Nov-2015",7837,7870.35,7812.65,7831.6,134562905,6686.27
"26-Nov-2015",7837.15,7897.1,7832,7883.8,226632193,11054.04
"27-Nov-2015",7910.6,7959.3,7879.45,7942.7,154863047,7068.72
"30-Nov-2015",7936.25,7966,7922.8,7935.25,223041699,15368.67
"01-Dec-2015",7958.15,7972.15,7934.15,7954.9,142945421,6796.67
"02-Dec-2015",7976.7,7979.3,7910.8,7931.35,130207404,6242.53
"03-Dec-2015",7902.3,7912.3,7853.3,7864.15,129628400,5636.41
"04-Dec-2015",7817.6,7821.4,7775.7,7781.9,157231681,7758.36
"07-Dec-2015",7816.55,7825.4,7746.05,7765.4,141893279,6403.97
"08-Dec-2015",7738.5,7771.25,7685.45,7701.7,139318392,5986.06
"09-Dec-2015",7695.5,7702.85,7606.9,7612.5,144315690,6599.6
"10-Dec-2015",7643.3,7691.95,7610,7683.3,145249292,6492.02
"11-Dec-2015",7699.6,7703.05,7575.3,7610.45,172996480,6894.44
"14-Dec-2015",7558.2,7663.95,7551.05,7650.05,153492615,6290.42
"15-Dec-2015",7659.15,7705,7625.1,7700.9,138479057,6152.14
"16-Dec-2015",7725.25,7776.6,7715.75,7750.9,159149338,6703.76
"17-Dec-2015",7783.05,7852.9,7737.55,7844.35,181256780,7367.15
"18-Dec-2015",7828.9,7836.15,7753.35,7761.95,197319843,8074.5
"21-Dec-2015",7745.65,7840.75,7733.45,7834.45,130174102,5558.38
"22-Dec-2015",7829.4,7846.3,7776.85,7786.1,129633328,5028.11
"23-Dec-2015",7830.45,7871.45,7826.1,7865.95,121480721,4663.45
"24-Dec-2015",7888.75,7888.75,7835.5,7861.05,96374245,3383.99
"28-Dec-2015",7863.2,7937.2,7863,7925.15,126737811,5755.48
"29-Dec-2015",7929.2,7942.15,7902.75,7928.95,116535971,4950.36
"30-Dec-2015",7938.6,7944.75,7889.85,7896.25,110145855,4392.87
"31-Dec-2015",7897.8,7955.55,7891.15,7946.35,155645098,6780.85
"01-Jan-2016",7938.45,7972.55,7909.8,7963.2,64843836,2613.91
"04-Jan-2016",7924.55,7937.55,7781.1,7791.3,138864905,5897.08
"05-Jan-2016",7828.4,7831.2,7763.25,7784.65,149672973,5948.51
"06-Jan-2016",7788.05,7800.95,7721.2,7741,151715828,6722.17
"07-Jan-2016",7673.35,7674.95,7556.6,7568.3,194732861,7803.21
"08-Jan-2016",7611.65,7634.1,7581.05,7601.35,162348690,6753.57
"11-Jan-2016",7527.45,7605.1,7494.35,7563.85,194836791,7327.15
"12-Jan-2016",7587.2,7588.3,7487.8,7510.3,168975973,7071.48
"13-Jan-2016",7557.9,7590.95,7425.8,7562.4,221908258,9585.17
"14-Jan-2016",7467.4,7604.8,7443.8,7536.8,206988549,9246.75
"15-Jan-2016",7561.65,7566.5,7427.3,7437.8,203643071,8279.07
"18-Jan-2016",7420.35,7463.65,7336.4,7351,240798183,8431.56
"19-Jan-2016",7381.8,7462.75,7364.15,7435.1,194068339,7038.84
"20-Jan-2016",7357,7470.9,7241.5,7309.3,232614141,8794.16
"21-Jan-2016",7376.65,7398.7,7250,7276.8,248113284,9401.16
"22-Jan-2016",7355.7,7433.4,7327.6,7422.45,236282061,7666.39
"25-Jan-2016",7468.75,7487.15,7421.2,7436.15,168202502,5910.99
"27-Jan-2016",7469.6,7477.9,7419.7,7437.75,193389891,6834.77
"28-Jan-2016",7426.5,7468.85,7409.6,7424.65,283036298,10049.88
"29-Jan-2016",7413.35,7575.65,7402.8,7563.55,307934042,11277.33
"01-Feb-2016",7589.5,7600.45,7541.25,7555.95,206645021,8209.5
"02-Feb-2016",7566.65,7576.3,7428.05,7455.55,237338907,8030.99
"03-Feb-2016",7392.45,7419.4,7350.3,7361.8,197863301,6748.17
"04-Feb-2016",7411.45,7457.05,7365.95,7404,229563364,7465.35
"05-Feb-2016",7418.25,7503.15,7406.65,7489.1,257518899,8628.24
"08-Feb-2016",7489.7,7512.55,7363.2,7387.25,176758985,5746.45
"09-Feb-2016",7303.95,7323.45,7275.15,7298.2,218730280,7415.13
